id,filename,group,category,index_in_set,image_path,brightness_median,brightness_stdev,saturation_median,saturation_stdev,hue_median,hue_stdev,label,imageID
ai_cityscape_00074,ai_cityscape_00074.jpg,ai,cityscape,74,images/ai_cityscape_00074.jpg,84,54.2332,24,51.8681,135,84.8637,AI Cityscape 00074,164
ai_cityscape_00075,ai_cityscape_00075.jpg,ai,cityscape,75,images/ai_cityscape_00075.jpg,196,41.7827,12,13.203,154,38.4274,AI Cityscape 00075,165
ai_cityscape_00076,ai_cityscape_00076.jpg,ai,cityscape,76,images/ai_cityscape_00076.jpg,102,40.2623,27,16.3055,143,59.5227,AI Cityscape 00076,166
ai_cityscape_00077,ai_cityscape_00077.jpg,ai,cityscape,77,images/ai_cityscape_00077.jpg,152,58.1085,23,19.4217,20,53.2523,AI Cityscape 00077,167
ai_cityscape_00078,ai_cityscape_00078.jpg,ai,cityscape,78,images/ai_cityscape_00078.jpg,165,56.0494,64,46.2231,147,45.9572,AI Cityscape 00078,168
ai_cityscape_00079,ai_cityscape_00079.jpg,ai,cityscape,79,images/ai_cityscape_00079.jpg,222,64.8689,27,46.3275,150,40.1738,AI Cityscape 00079,169
ai_cityscape_00080,ai_cityscape_00080.jpg,ai,cityscape,80,images/ai_cityscape_00080.jpg,117,60.4267,28,21.5289,146,59.8367,AI Cityscape 00080,170
ai_cityscape_00081,ai_cityscape_00081.jpg,ai,cityscape,81,images/ai_cityscape_00081.jpg,179,57.8748,80,62.9631,145,47.0855,AI Cityscape 00081,171
ai_cityscape_00082,ai_cityscape_00082.jpg,ai,cityscape,82,images/ai_cityscape_00082.jpg,42,43.1569,101,54.1681,147,44.0669,AI Cityscape 00082,172
ai_cityscape_00083,ai_cityscape_00083.jpg,ai,cityscape,83,images/ai_cityscape_00083.jpg,98,52.6403,82,44.6245,158,48.3813,AI Cityscape 00083,173
ai_cityscape_00084,ai_cityscape_00084.jpg,ai,cityscape,84,images/ai_cityscape_00084.jpg,170,67.2706,15,40.3917,127,61.47,AI Cityscape 00084,174
ai_cityscape_00085,ai_cityscape_00085.jpg,ai,cityscape,85,images/ai_cityscape_00085.jpg,125,51.3155,42,35.6138,127,52.7407,AI Cityscape 00085,175
ai_cityscape_00086,ai_cityscape_00086.jpg,ai,cityscape,86,images/ai_cityscape_00086.jpg,47,57.1376,47,30.2477,135,59.0264,AI Cityscape 00086,176
ai_cityscape_00087,ai_cityscape_00087.jpg,ai,cityscape,87,images/ai_cityscape_00087.jpg,122,55.3572,100,57.3275,146,20.3565,AI Cityscape 00087,177
ai_cityscape_00088,ai_cityscape_00088.jpg,ai,cityscape,88,images/ai_cityscape_00088.jpg,167,57.8851,15,21.6669,156,96.6431,AI Cityscape 00088,178
ai_cityscape_00089,ai_cityscape_00089.jpg,ai,cityscape,89,images/ai_cityscape_00089.jpg,245,27.6982,3,25.4974,42,68.6982,AI Cityscape 00089,179
ai_cityscape_00090,ai_cityscape_00090.jpg,ai,cityscape,90,images/ai_cityscape_00090.jpg,101,52.4917,44,63.7036,125,65.6009,AI Cityscape 00090,180
ai_landscape_00001,ai_landscape_00001.jpg,ai,landscape,1,images/ai_landscape_00001.jpg,145,57.6795,59,62.6518,56,54.5357,AI Landscape 00001,181
ai_landscape_00002,ai_landscape_00002.jpg,ai,landscape,2,images/ai_landscape_00002.jpg,92,30.1676,53,46.4651,147,62.5359,AI Landscape 00002,182
ai_landscape_00003,ai_landscape_00003.jpg,ai,landscape,3,images/ai_landscape_00003.jpg,129,48.3051,83,44.7708,50,51.9712,AI Landscape 00003,183
ai_landscape_00004,ai_landscape_00004.jpg,ai,landscape,4,images/ai_landscape_00004.jpg,137,45.8367,51,70.8875,35,47.6851,AI Landscape 00004,184
ai_landscape_00005,ai_landscape_00005.jpg,ai,landscape,5,images/ai_landscape_00005.jpg,242,48.5971,19,49.6711,145,57.77,AI Landscape 00005,185
ai_landscape_00006,ai_landscape_00006.jpg,ai,landscape,6,images/ai_landscape_00006.jpg,198,64.4803,17,38.9093,106,52.8297,AI Landscape 00006,186
ai_landscape_00007,ai_landscape_00007.jpg,ai,landscape,7,images/ai_landscape_00007.jpg,89,64.9686,118,55.7125,41,22.8576,AI Landscape 00007,187
ai_landscape_00008,ai_landscape_00008.jpg,ai,landscape,8,images/ai_landscape_00008.jpg,107,50.3461,92,57.63,114,48.5724,AI Landscape 00008,188
ai_landscape_00009,ai_landscape_00009.jpg,ai,landscape,9,images/ai_landscape_00009.jpg,38,53.0624,63,61.6203,143,58.305,AI Landscape 00009,189
ai_landscape_00010,ai_landscape_00010.jpg,ai,landscape,10,images/ai_landscape_00010.jpg,132,59.7398,67,25.8035,164,52.6444,AI Landscape 00010,190
ai_landscape_00011,ai_landscape_00011.jpg,ai,landscape,11,images/ai_landscape_00011.jpg,190,60.286,17,15.2762,131,50.0752,AI Landscape 00011,191
ai_landscape_00012,ai_landscape_00012.jpg,ai,landscape,12,images/ai_landscape_00012.jpg,81,46.535,101,45.4342,47,44.2863,AI Landscape 00012,192
ai_landscape_00013,ai_landscape_00013.jpg,ai,landscape,13,images/ai_landscape_00013.jpg,112,46.2011,97,62.9484,62,22.5711,AI Landscape 00013,193
ai_landscape_00014,ai_landscape_00014.jpg,ai,landscape,14,images/ai_landscape_00014.jpg,174,56.2489,64,15.8122,183,104.0648,AI Landscape 00014,194
ai_landscape_00015,ai_landscape_00015.jpg,ai,landscape,15,images/ai_landscape_00015.jpg,94,49.091,87,51.3355,27,55.0116,AI Landscape 00015,195
ai_landscape_00016,ai_landscape_00016.jpg,ai,landscape,16,images/ai_landscape_00016.jpg,195,62.2228,7,57.9955,57,63.3142,AI Landscape 00016,196
ai_landscape_00017,ai_landscape_00017.jpg,ai,landscape,17,images/ai_landscape_00017.jpg,177,57.4893,44,44.8316,142,68.8276,AI Landscape 00017,197
ai_landscape_00018,ai_landscape_00018.jpg,ai,landscape,18,images/ai_landscape_00018.jpg,236,30.7341,10,10.7902,158,80.5087,AI Landscape 00018,198
ai_landscape_00019,ai_landscape_00019.jpg,ai,landscape,19,images/ai_landscape_00019.jpg,50,53.5584,91,47.4361,42,114.3799,AI Landscape 00019,199
ai_landscape_00020,ai_landscape_00020.jpg,ai,landscape,20,images/ai_landscape_00020.jpg,61,52.583,69,43.3756,116,64.4976,AI Landscape 00020,200
ai_landscape_00021,ai_landscape_00021.jpg,ai,landscape,21,images/ai_landscape_00021.jpg,96,55.419,123,65.5395,51,48.5852,AI Landscape 00021,201
ai_landscape_00022,ai_landscape_00022.jpg,ai,landscape,22,images/ai_landscape_00022.jpg,224,31.0737,28,39.4713,143,63.7032,AI Landscape 00022,202
ai_landscape_00023,ai_landscape_00023.jpg,ai,landscape,23,images/ai_landscape_00023.jpg,237,82.2899,6,18.5583,49,26.2604,AI Landscape 00023,203
ai_landscape_00024,ai_landscape_00024.jpg,ai,landscape,24,images/ai_landscape_00024.jpg,148,40.6367,91,50.5093,24,61.3729,AI Landscape 00024,204
ai_landscape_00025,ai_landscape_00025.jpg,ai,landscape,25,images/ai_landscape_00025.jpg,103,48.7898,107,53.376,41,47.8562,AI Landscape 00025,205
ai_landscape_00026,ai_landscape_00026.jpg,ai,landscape,26,images/ai_landscape_00026.jpg,139,53.7892,43,44.9751,72,47.7194,AI Landscape 00026,206
ai_landscape_00027,ai_landscape_00027.jpg,ai,landscape,27,images/ai_landscape_00027.jpg,197,53.1722,56,48.6048,139,62.8127,AI Landscape 00027,207
ai_landscape_00028,ai_landscape_00028.jpg,ai,landscape,28,images/ai_landscape_00028.jpg,203,49.9592,42,29.5204,141,59.5103,AI Landscape 00028,208
ai_landscape_00029,ai_landscape_00029.jpg,ai,landscape,29,images/ai_landscape_00029.jpg,134,61.6954,86,64.7054,41,46.5208,AI Landscape 00029,209
ai_landscape_00030,ai_landscape_00030.jpg,ai,landscape,30,images/ai_landscape_00030.jpg,148,45.4142,61,56.9829,47,55.3005,AI Landscape 00030,210
ai_landscape_00031,ai_landscape_00031.jpg,ai,landscape,31,images/ai_landscape_00031.jpg,153,60.5375,45,26.4907,146,60.3413,AI Landscape 00031,211
ai_landscape_00032,ai_landscape_00032.jpg,ai,landscape,32,images/ai_landscape_00032.jpg,74,56.7835,37,25.8131,130,44.0284,AI Landscape 00032,212
ai_landscape_00033,ai_landscape_00033.jpg,ai,landscape,33,images/ai_landscape_00033.jpg,70,35.5488,127,74.5064,21,39.3906,AI Landscape 00033,213
ai_landscape_00034,ai_landscape_00034.jpg,ai,landscape,34,images/ai_landscape_00034.jpg,122,36.5651,134,50.6277,38,34.396,AI Landscape 00034,214
ai_landscape_00035,ai_landscape_00035.jpg,ai,landscape,35,images/ai_landscape_00035.jpg,88,49.9088,76,35.6839,38,53.1873,AI Landscape 00035,215
ai_landscape_00036,ai_landscape_00036.jpg,ai,landscape,36,images/ai_landscape_00036.jpg,87,57.7223,50,60.7378,61,63.142,AI Landscape 00036,216
ai_landscape_00037,ai_landscape_00037.jpg,ai,landscape,37,images/ai_landscape_00037.jpg,94,56.91,43,40.8416,40,9.7899,AI Landscape 00037,217
ai_landscape_00038,ai_landscape_00038.jpg,ai,landscape,38,images/ai_landscape_00038.jpg,99,59.3558,89,37.9927,104,52.7077,AI Landscape 00038,218
ai_landscape_00039,ai_landscape_00039.jpg,ai,landscape,39,images/ai_landscape_00039.jpg,112,51.7745,109,60.8247,23,51.4683,AI Landscape 00039,219
ai_landscape_00040,ai_landscape_00040.jpg,ai,landscape,40,images/ai_landscape_00040.jpg,124,60.9053,78,57.7919,85,36.3381,AI Landscape 00040,220
ai_landscape_00041,ai_landscape_00041.jpg,ai,landscape,41,images/ai_landscape_00041.jpg,89,48.5952,81,40.0405,135,42.5379,AI Landscape 00041,221
ai_landscape_00042,ai_landscape_00042.jpg,ai,landscape,42,images/ai_landscape_00042.jpg,161,40.9978,125,51.0352,27,27.7558,AI Landscape 00042,222
ai_landscape_00043,ai_landscape_00043.jpg,ai,landscape,43,images/ai_landscape_00043.jpg,92,44.0701,58,54.1596,55,51.8019,AI Landscape 00043,223
ai_landscape_00044,ai_landscape_00044.jpg,ai,landscape,44,images/ai_landscape_00044.jpg,169,44.8839,134,61.4276,150,55.1499,AI Landscape 00044,224
ai_landscape_00045,ai_landscape_00045.jpg,ai,landscape,45,images/ai_landscape_00045.jpg,159,55.411,72,63.4957,151,68.6064,AI Landscape 00045,225
ai_landscape_00046,ai_landscape_00046.jpg,ai,landscape,46,images/ai_landscape_00046.jpg,117,45.667,77,69.344,54,48.6253,AI Landscape 00046,226
ai_landscape_00047,ai_landscape_00047.jpg,ai,landscape,47,images/ai_landscape_00047.jpg,112,38.4095,111,41.3389,169,14.5725,AI Landscape 00047,227
ai_landscape_00048,ai_landscape_00048.jpg,ai,landscape,48,images/ai_landscape_00048.jpg,82,53.3006,71,35.6082,140,44.7328,AI Landscape 00048,228
ai_landscape_00049,ai_landscape_00049.jpg,ai,landscape,49,images/ai_landscape_00049.jpg,103,52.4461,83,65.9512,35,20.7452,AI Landscape 00049,229
ai_landscape_00050,ai_landscape_00050.jpg,ai,landscape,50,images/ai_landscape_00050.jpg,112,51.8805,55,44.4814,52,59.2625,AI Landscape 00050,230
ai_landscape_00051,ai_landscape_00051.jpg,ai,landscape,51,images/ai_landscape_00051.jpg,62,48.556,62,49.2079,26,65.5964,AI Landscape 00051,231
ai_landscape_00052,ai_landscape_00052.jpg,ai,landscape,52,images/ai_landscape_00052.jpg,96,47.7543,34,53.4561,58,53.9911,AI Landscape 00052,232
ai_landscape_00053,ai_landscape_00053.jpg,ai,landscape,53,images/ai_landscape_00053.jpg,160,46.1346,53,39.4737,31,58.385,AI Landscape 00053,233
ai_landscape_00054,ai_landscape_00054.jpg,ai,landscape,54,images/ai_landscape_00054.jpg,181,39.0933,31,34.5855,72,48.3234,AI Landscape 00054,234
ai_landscape_00055,ai_landscape_00055.jpg,ai,landscape,55,images/ai_landscape_00055.jpg,97,71.5176,102,70.841,50,59.2877,AI Landscape 00055,235
ai_landscape_00056,ai_landscape_00056.jpg,ai,landscape,56,images/ai_landscape_00056.jpg,175,41.0142,45,20.1574,154,13.9014,AI Landscape 00056,236
ai_landscape_00057,ai_landscape_00057.jpg,ai,landscape,57,images/ai_landscape_00057.jpg,134,44.0164,63,42.0748,57,42.1939,AI Landscape 00057,237
ai_landscape_00058,ai_landscape_00058.jpg,ai,landscape,58,images/ai_landscape_00058.jpg,103,54.0635,86,56.2801,85,39.3514,AI Landscape 00058,238
ai_landscape_00059,ai_landscape_00059.jpg,ai,landscape,59,images/ai_landscape_00059.jpg,171,43.1484,68,50.6115,28,56.0462,AI Landscape 00059,239
ai_landscape_00060,ai_landscape_00060.jpg,ai,landscape,60,images/ai_landscape_00060.jpg,201,67.2758,7,72.3334,19,32.2152,AI Landscape 00060,240
ai_landscape_00061,ai_landscape_00061.jpg,ai,landscape,61,images/ai_landscape_00061.jpg,113,44.599,98,57.8308,36,77.4845,AI Landscape 00061,241
ai_landscape_00062,ai_landscape_00062.jpg,ai,landscape,62,images/ai_landscape_00062.jpg,131,50.4013,149,60.4366,73,51.2571,AI Landscape 00062,242
ai_landscape_00063,ai_landscape_00063.jpg,ai,landscape,63,images/ai_landscape_00063.jpg,94,42.2205,74,68.075,82,40.1114,AI Landscape 00063,243
ai_landscape_00064,ai_landscape_00064.jpg,ai,landscape,64,images/ai_landscape_00064.jpg,151,50.0822,111,60.1961,59,43.6562,AI Landscape 00064,244
ai_landscape_00065,ai_landscape_00065.jpg,ai,landscape,65,images/ai_landscape_00065.jpg,208,31.8657,47,31.4131,146,48.594,AI Landscape 00065,245
ai_landscape_00066,ai_landscape_00066.jpg,ai,landscape,66,images/ai_landscape_00066.jpg,180,46.1792,26,14.1719,147,56.6479,AI Landscape 00066,246
ai_landscape_00067,ai_landscape_00067.jpg,ai,landscape,67,images/ai_landscape_00067.jpg,81,62.8248,63,60.6513,43,62.3784,AI Landscape 00067,247
ai_landscape_00068,ai_landscape_00068.jpg,ai,landscape,68,images/ai_landscape_00068.jpg,179,49.4005,59,57.3632,24,53.5304,AI Landscape 00068,248
ai_landscape_00069,ai_landscape_00069.jpg,ai,landscape,69,images/ai_landscape_00069.jpg,103,40.7894,70,51.2801,28,58.0434,AI Landscape 00069,249
ai_landscape_00070,ai_landscape_00070.jpg,ai,landscape,70,images/ai_landscape_00070.jpg,204,53.6719,8,58.137,116,54.2856,AI Landscape 00070,250
ai_landscape_00071,ai_landscape_00071.jpg,ai,landscape,71,images/ai_landscape_00071.jpg,193,53.1622,11,20.1908,26,30.7071,AI Landscape 00071,251
ai_landscape_00072,ai_landscape_00072.jpg,ai,landscape,72,images/ai_landscape_00072.jpg,112,37.802,78,58.1209,126,49.0633,AI Landscape 00072,252
ai_landscape_00073,ai_landscape_00073.jpg,ai,landscape,73,images/ai_landscape_00073.jpg,79,46.8388,55,58.4043,93,62.4332,AI Landscape 00073,253
ai_landscape_00074,ai_landscape_00074.jpg,ai,landscape,74,images/ai_landscape_00074.jpg,77,48.0383,143,59.1474,63,24.2452,AI Landscape 00074,254
ai_landscape_00075,ai_landscape_00075.jpg,ai,landscape,75,images/ai_landscape_00075.jpg,70,58.6187,65,44.0888,28,111.1324,AI Landscape 00075,255
ai_landscape_00076,ai_landscape_00076.jpg,ai,landscape,76,images/ai_landscape_00076.jpg,189,38.2645,25,31.2153,130,46.9271,AI Landscape 00076,256
ai_landscape_00077,ai_landscape_00077.jpg,ai,landscape,77,images/ai_landscape_00077.jpg,161,22.8216,61,33.422,140,50.2215,AI Landscape 00077,257
ai_landscape_00078,ai_landscape_00078.jpg,ai,landscape,78,images/ai_landscape_00078.jpg,174,62.1495,62,35.3186,196,51.795,AI Landscape 00078,258
ai_landscape_00079,ai_landscape_00079.jpg,ai,landscape,79,images/ai_landscape_00079.jpg,182,31.4367,22,36.1489,180,72.5108,AI Landscape 00079,259
ai_landscape_00080,ai_landscape_00080.jpg,ai,landscape,80,images/ai_landscape_00080.jpg,150,52.0023,101,71.7978,32,41.7923,AI Landscape 00080,260
ai_landscape_00081,ai_landscape_00081.jpg,ai,landscape,81,images/ai_landscape_00081.jpg,144,48.3215,91,51.0526,19,71.8797,AI Landscape 00081,261
ai_landscape_00082,ai_landscape_00082.jpg,ai,landscape,82,images/ai_landscape_00082.jpg,96,52.1646,68,65.2441,23,77.6822,AI Landscape 00082,262
ai_landscape_00083,ai_landscape_00083.jpg,ai,landscape,83,images/ai_landscape_00083.jpg,169,45.131,47,69.8891,20,78.1571,AI Landscape 00083,263
ai_landscape_00084,ai_landscape_00084.jpg,ai,landscape,84,images/ai_landscape_00084.jpg,126,40.5117,100,38.0678,30,58.326,AI Landscape 00084,264
ai_landscape_00085,ai_landscape_00085.jpg,ai,landscape,85,images/ai_landscape_00085.jpg,157,49.9922,86,45.7461,227,90.593,AI Landscape 00085,265
ai_landscape_00086,ai_landscape_00086.jpg,ai,landscape,86,images/ai_landscape_00086.jpg,126,55.0722,81,44.4846,151,63.6077,AI Landscape 00086,266
ai_landscape_00087,ai_landscape_00087.jpg,ai,landscape,87,images/ai_landscape_00087.jpg,161,51.2818,161,57.3686,51,65.5155,AI Landscape 00087,267
ai_landscape_00088,ai_landscape_00088.jpg,ai,landscape,88,images/ai_landscape_00088.jpg,180,72.2369,149,20.7225,20,3.0137,AI Landscape 00088,268
ai_landscape_00089,ai_landscape_00089.jpg,ai,landscape,89,images/ai_landscape_00089.jpg,213,73.9509,6,50.2509,30,50.4056,AI Landscape 00089,269
ai_landscape_00090,ai_landscape_00090.jpg,ai,landscape,90,images/ai_landscape_00090.jpg,115,53.5677,91,44.4264,55,60.1103,AI Landscape 00090,270
ai_portrait_00001,ai_portrait_00001.jpg,ai,portrait,1,images/ai_portrait_00001.jpg,93,49.5561,55,40.3098,23,48.8252,AI Portrait 00001,271
ai_portrait_00002,ai_portrait_00002.jpg,ai,portrait,2,images/ai_portrait_00002.jpg,148,57.2624,95,27.6148,10,18.3998,AI Portrait 00002,272
ai_portrait_00003,ai_portrait_00003.jpg,ai,portrait,3,images/ai_portrait_00003.jpg,135,51.1324,60,17.7089,9,88.7593,AI Portrait 00003,273
ai_portrait_00004,ai_portrait_00004.jpg,ai,portrait,4,images/ai_portrait_00004.jpg,206,53.5717,47,35.0635,11,77.4113,AI Portrait 00004,274
ai_portrait_00005,ai_portrait_00005.jpg,ai,portrait,5,images/ai_portrait_00005.jpg,166,41.5163,172,33.1347,193,17.9827,AI Portrait 00005,275
ai_portrait_00006,ai_portrait_00006.jpg,ai,portrait,6,images/ai_portrait_00006.jpg,192,47.524,45,48.2111,48,67.5218,AI Portrait 00006,276
ai_portrait_00007,ai_portrait_00007.jpg,ai,portrait,7,images/ai_portrait_00007.jpg,173,47.8379,106,52.6962,15,19.4155,AI Portrait 00007,277
ai_portrait_00008,ai_portrait_00008.jpg,ai,portrait,8,images/ai_portrait_00008.jpg,40,46.6293,76,45.4711,14,81.9358,AI Portrait 00008,278
ai_portrait_00009,ai_portrait_00009.jpg,ai,portrait,9,images/ai_portrait_00009.jpg,114,41.5167,61,35.5564,15,54.1888,AI Portrait 00009,279
ai_portrait_00010,ai_portrait_00010.jpg,ai,portrait,10,images/ai_portrait_00010.jpg,215,70.4068,71,50.7663,9,67.7689,AI Portrait 00010,280
ai_portrait_00011,ai_portrait_00011.jpg,ai,portrait,11,images/ai_portrait_00011.jpg,192,34.707,30,29.0669,24,42.2352,AI Portrait 00011,281
ai_portrait_00012,ai_portrait_00012.jpg,ai,portrait,12,images/ai_portrait_00012.jpg,59,44.7824,76,27.0733,15,22.5368,AI Portrait 00012,282
ai_portrait_00013,ai_portrait_00013.jpg,ai,portrait,13,images/ai_portrait_00013.jpg,133,56.1795,61,50.9765,16,58.1795,AI Portrait 00013,283
ai_portrait_00014,ai_portrait_00014.jpg,ai,portrait,14,images/ai_portrait_00014.jpg,191,71.7425,90,44.5811,19,60.0588,AI Portrait 00014,284
ai_portrait_00015,ai_portrait_00015.jpg,ai,portrait,15,images/ai_portrait_00015.jpg,70,49.0843,0,4.7166,0,26.3982,AI Portrait 00015,285
ai_portrait_00016,ai_portrait_00016.jpg,ai,portrait,16,images/ai_portrait_00016.jpg,254,83.7933,0,42.293,0,52.7008,AI Portrait 00016,286
ai_portrait_00017,ai_portrait_00017.jpg,ai,portrait,17,images/ai_portrait_00017.jpg,103,57.9248,35,24.898,15,73.3482,AI Portrait 00017,287
ai_portrait_00018,ai_portrait_00018.jpg,ai,portrait,18,images/ai_portrait_00018.jpg,212,28.4622,71,38.9904,18,15.4696,AI Portrait 00018,288
ai_portrait_00019,ai_portrait_00019.jpg,ai,portrait,19,images/ai_portrait_00019.jpg,177,55.8513,84,34.0909,13,78.1054,AI Portrait 00019,289
ai_portrait_00020,ai_portrait_00020.jpg,ai,portrait,20,images/ai_portrait_00020.jpg,212,26.1697,71,36.6786,17,13.0352,AI Portrait 00020,290
ai_portrait_00021,ai_portrait_00021.jpg,ai,portrait,21,images/ai_portrait_00021.jpg,103,66.353,145,49.1307,16,41.563,AI Portrait 00021,291
ai_portrait_00022,ai_portrait_00022.jpg,ai,portrait,22,images/ai_portrait_00022.jpg,165,64.2953,88,44.1728,16,46.7477,AI Portrait 00022,292
ai_portrait_00023,ai_portrait_00023.jpg,ai,portrait,23,images/ai_portrait_00023.jpg,186,66.1457,52,35.3442,12,57.5623,AI Portrait 00023,293
ai_portrait_00024,ai_portrait_00024.jpg,ai,portrait,24,images/ai_portrait_00024.jpg,26,56.6119,85,77.4441,11,36.3349,AI Portrait 00024,294
ai_portrait_00025,ai_portrait_00025.jpg,ai,portrait,25,images/ai_portrait_00025.jpg,212,52.3369,20,42.9458,28,67.8912,AI Portrait 00025,295
ai_portrait_00026,ai_portrait_00026.jpg,ai,portrait,26,images/ai_portrait_00026.jpg,140,59.6266,24,15.1939,14,58.7792,AI Portrait 00026,296
ai_portrait_00027,ai_portrait_00027.jpg,ai,portrait,27,images/ai_portrait_00027.jpg,217,31.864,68,33.2917,13,70.4559,AI Portrait 00027,297
ai_portrait_00028,ai_portrait_00028.jpg,ai,portrait,28,images/ai_portrait_00028.jpg,156,42.5676,120,55.3106,18,18.6831,AI Portrait 00028,298
ai_portrait_00029,ai_portrait_00029.jpg,ai,portrait,29,images/ai_portrait_00029.jpg,111,44.2097,104,30.9496,13,52.7307,AI Portrait 00029,299
ai_portrait_00030,ai_portrait_00030.jpg,ai,portrait,30,images/ai_portrait_00030.jpg,254,79.8456,0,34.4533,0,64.937,AI Portrait 00030,300
ai_portrait_00031,ai_portrait_00031.jpg,ai,portrait,31,images/ai_portrait_00031.jpg,180,43.7192,32,23.0928,144,67.9991,AI Portrait 00031,301
ai_portrait_00032,ai_portrait_00032.jpg,ai,portrait,32,images/ai_portrait_00032.jpg,107,51.3765,15,34.4384,34,53.9787,AI Portrait 00032,302
ai_portrait_00033,ai_portrait_00033.jpg,ai,portrait,33,images/ai_portrait_00033.jpg,243,47.6008,15,26.7642,13,64.9429,AI Portrait 00033,303
ai_portrait_00034,ai_portrait_00034.jpg,ai,portrait,34,images/ai_portrait_00034.jpg,239,19.0854,33,30.1434,13,41.1599,AI Portrait 00034,304
ai_portrait_00035,ai_portrait_00035.jpg,ai,portrait,35,images/ai_portrait_00035.jpg,189,33.2508,62,37.3801,16,56.1094,AI Portrait 00035,305
ai_portrait_00036,ai_portrait_00036.jpg,ai,portrait,36,images/ai_portrait_00036.jpg,74,62.7747,91,43.7839,14,58.5288,AI Portrait 00036,306
ai_portrait_00037,ai_portrait_00037.jpg,ai,portrait,37,images/ai_portrait_00037.jpg,67,35.3527,123,45.1317,16,15.1269,AI Portrait 00037,307
ai_portrait_00038,ai_portrait_00038.jpg,ai,portrait,38,images/ai_portrait_00038.jpg,72,52.0026,72,36.9292,11,96.7136,AI Portrait 00038,308
ai_portrait_00039,ai_portrait_00039.jpg,ai,portrait,39,images/ai_portrait_00039.jpg,154,47.6506,65,29.2352,30,27.0217,AI Portrait 00039,309
ai_portrait_00040,ai_portrait_00040.jpg,ai,portrait,40,images/ai_portrait_00040.jpg,87,63.8868,72,36.3974,13,43.253,AI Portrait 00040,310
ai_portrait_00041,ai_portrait_00041.jpg,ai,portrait,41,images/ai_portrait_00041.jpg,151,51.6001,51,18.8043,16,28.9005,AI Portrait 00041,311
ai_portrait_00042,ai_portrait_00042.jpg,ai,portrait,42,images/ai_portrait_00042.jpg,67,85.4884,99,73.9874,15,24.4053,AI Portrait 00042,312
ai_portrait_00043,ai_portrait_00043.jpg,ai,portrait,43,images/ai_portrait_00043.jpg,237,87.5787,2,32.3725,7,78.9955,AI Portrait 00043,313
ai_portrait_00044,ai_portrait_00044.jpg,ai,portrait,44,images/ai_portrait_00044.jpg,180,54.978,39,39.0853,14,46.788,AI Portrait 00044,314
ai_portrait_00045,ai_portrait_00045.jpg,ai,portrait,45,images/ai_portrait_00045.jpg,205,50.8261,73,43.085,14,52.4377,AI Portrait 00045,315
ai_portrait_00046,ai_portrait_00046.jpg,ai,portrait,46,images/ai_portrait_00046.jpg,104,48.6796,70,44.7255,18,33.6625,AI Portrait 00046,316
ai_portrait_00047,ai_portrait_00047.jpg,ai,portrait,47,images/ai_portrait_00047.jpg,63,48.9691,48,32.5436,12,59.0485,AI Portrait 00047,317
ai_portrait_00048,ai_portrait_00048.jpg,ai,portrait,48,images/ai_portrait_00048.jpg,219,42.4604,65,38.9321,16,69.7256,AI Portrait 00048,318
ai_portrait_00049,ai_portrait_00049.jpg,ai,portrait,49,images/ai_portrait_00049.jpg,109,58.3846,112,49.3623,16,38.7906,AI Portrait 00049,319
ai_portrait_00050,ai_portrait_00050.jpg,ai,portrait,50,images/ai_portrait_00050.jpg,150,45.4899,67,69.4691,134,52.158,AI Portrait 00050,320
ai_portrait_00051,ai_portrait_00051.jpg,ai,portrait,51,images/ai_portrait_00051.jpg,70,52.2168,28,26.5127,28,64.3714,AI Portrait 00051,321
ai_portrait_00052,ai_portrait_00052.jpg,ai,portrait,52,images/ai_portrait_00052.jpg,190,69.0651,21,35.3474,14,42.2769,AI Portrait 00052,322
ai_portrait_00053,ai_portrait_00053.jpg,ai,portrait,53,images/ai_portrait_00053.jpg,172,40.1046,92,40.5393,14,9.4267,AI Portrait 00053,323
ai_portrait_00054,ai_portrait_00054.jpg,ai,portrait,54,images/ai_portrait_00054.jpg,205,83.2711,34,32.4963,14,45.964,AI Portrait 00054,324
ai_portrait_00055,ai_portrait_00055.jpg,ai,portrait,55,images/ai_portrait_00055.jpg,35,52.205,75,31.2283,145,65.1848,AI Portrait 00055,325
ai_portrait_00056,ai_portrait_00056.jpg,ai,portrait,56,images/ai_portrait_00056.jpg,132,48.7936,98,30.3209,17,9.4181,AI Portrait 00056,326
ai_portrait_00057,ai_portrait_00057.jpg,ai,portrait,57,images/ai_portrait_00057.jpg,225,66.824,12,51.1389,14,53.572,AI Portrait 00057,327
ai_portrait_00058,ai_portrait_00058.jpg,ai,portrait,58,images/ai_portrait_00058.jpg,195,51.7048,38,28.9281,11,58.4337,AI Portrait 00058,328
ai_portrait_00059,ai_portrait_00059.jpg,ai,portrait,59,images/ai_portrait_00059.jpg,136,60.6901,27,19.845,42,58.892,AI Portrait 00059,329
ai_portrait_00060,ai_portrait_00060.jpg,ai,portrait,60,images/ai_portrait_00060.jpg,78,59.3356,71,42.0199,21,28.5283,AI Portrait 00060,330
ai_portrait_00061,ai_portrait_00061.jpg,ai,portrait,61,images/ai_portrait_00061.jpg,168,42.0879,49,36.2801,15,77.6137,AI Portrait 00061,331
ai_portrait_00062,ai_portrait_00062.jpg,ai,portrait,62,images/ai_portrait_00062.jpg,130,64.7191,95,43.5805,15,63.0235,AI Portrait 00062,332
