filename	imageID	brightness_median	brightness_stdev	saturation_median	saturation_stdev	hue_median	hue_stdev
ai_portrait_00061.jpg	331	168	42.0879	49	36.2801	15	77.6137
ai_portrait_00062.jpg	332	130	64.7191	95	43.5805	15	63.0235
ai_portrait_00063.jpg	333	173	48.0186	47	29.0483	16	57.009
ai_portrait_00064.jpg	334	241	62.4682	5	35.6268	142	75.8258
ai_portrait_00065.jpg	335	55	52.7093	48	22.4524	54	29.6213
ai_portrait_00066.jpg	336	219	35.3509	32	26.8089	15	37.1443
ai_portrait_00067.jpg	337	178	35.6031	9	18.8661	106	56.398
ai_portrait_00068.jpg	338	233	48.2635	12	37.366	13	21.7906
ai_portrait_00069.jpg	339	114	86.3023	8	29.7652	17	57.6601
ai_portrait_00070.jpg	340	209	38.1201	19	39.5042	18	36.3243
ai_portrait_00071.jpg	341	207	52.6212	57	41.9738	13	81.2807
ai_portrait_00072.jpg	342	200	44.7128	84	24.2865	10	45.5332
ai_portrait_00073.jpg	343	166	54.8629	69	36.737	13	68.1917
ai_portrait_00074.jpg	344	164	44.4413	97	35.6887	207	35.4047
ai_portrait_00075.jpg	345	75	52.5217	73	45.3323	21	46.4999
ai_portrait_00076.jpg	346	235	52.0673	7	41.1848	154	72.225
ai_portrait_00077.jpg	347	144	56.1378	35	22.6407	21	70.0141
ai_portrait_00078.jpg	348	32	33.8959	78	36.3419	18	66.0429
ai_portrait_00079.jpg	349	190	51.9764	69	39.1279	15	20.5418
ai_portrait_00080.jpg	350	211	38.0115	58	35.8526	14	27.9527
ai_portrait_00081.jpg	351	76	50.2553	48	30.5481	46	45.2623
ai_portrait_00082.jpg	352	41	57.8954	69	37.8093	12	79.9346
ai_portrait_00083.jpg	353	78	54.6176	88	41.6387	19	19.0521
ai_portrait_00084.jpg	354	198	33.0884	49	20.2236	23	9.3543
ai_portrait_00085.jpg	355	63	44.692	122	59.6644	13	46.851
ai_portrait_00086.jpg	356	159	51.9686	75	25.1586	16	43.4399
ai_portrait_00087.jpg	357	74	68.4891	69	45.0301	18	47.7971
ai_portrait_00088.jpg	358	219	81.0564	73	37.6114	17	35.0832
ai_portrait_00089.jpg	359	207	41.9376	10	49.7889	23	86.2249
ai_portrait_00090.jpg	360	192	60.1595	30	31.0444	16	78.9364
human_abstract_00001.jpg	361	189	32.5911	166	55.1495	28	81.0243
human_abstract_00002.jpg	362	145	71.3915	255	29.788	0	13.3325
human_abstract_00003.jpg	363	227	49.7883	237	61.9603	16	99.8589
human_abstract_00004.jpg	364	8	124.5904	6	92.0454	42	73.557
human_abstract_00005.jpg	365	227	38.3554	189	71.2239	168	30.0875
human_abstract_00006.jpg	366	43	72.5817	96	80.1442	21	27.6315
human_abstract_00007.jpg	367	48	92.8581	102	74.4709	45	48.7504
human_abstract_00008.jpg	368	123	50.7569	173	55.5628	245	120.0022
human_abstract_00009.jpg	369	47	76.6945	40	45.7144	22	60.3259
human_abstract_00010.jpg	370	67	64.5213	255	15.7146	18	11.5178
human_abstract_00011.jpg	371	30	69.1214	140	88.1096	19	22.4337
