"image_id","brightness_median","brightness_stdev","saturation_median","saturation_stdev","hue_median","hue_stdev","group","category"
16,45,41.75,39,33.04,18,80.71,"Human","Soyut"
17,237,81.85,142,81.14,189,87.23,"Human","Soyut"
18,250,86.53,134,66.83,179,71.09,"Human","Soyut"
19,238,24.62,214,20.77,25,4.3,"Human","Soyut"
20,67,64.52,255,15.71,18,11.52,"Human","Soyut"
21,82,60.12,106,56.55,112,68.17,"Human","Soyut"
22,90,43.41,143,91.23,29,72.15,"Human","Soyut"
23,48,42.88,205,77.96,37,73.24,"Human","Soyut"
24,150,81.76,106,77.36,37,72.21,"Human","Soyut"
25,145,71.39,255,29.79,0,13.33,"Human","Soyut"
26,83,44.28,33,49.23,38,65.2,"Human","Soyut"
27,188,27.04,217,75.25,20,3.14,"Human","Soyut"
28,65,66.39,170,43.57,207,104.94,"Human","Soyut"
29,45,32.14,255,40.75,5,55.37,"Human","Soyut"
30,20,61.41,127,74.82,79,60.75,"Human","Soyut"
31,26,54.74,229,96.49,15,40.65,"Human","Soyut"
32,30,69.12,140,88.11,19,22.43,"Human","Soyut"
33,43,59.79,145,62.43,195,69.27,"Human","Soyut"
34,48,33.39,38,23.96,177,84.37,"Human","Soyut"
35,43,72.58,96,80.14,21,27.63,"Human","Soyut"
36,227,106.21,19,51.56,66,36.8,"Human","Soyut"
37,189,32.59,166,55.15,28,81.02,"Human","Soyut"
38,123,50.76,173,55.56,245,120,"Human","Soyut"
39,195,95.9,255,48.8,0,99.06,"Human","Soyut"
40,149,83.81,34,84.91,70,58.49,"Human","Soyut"
41,227,49.79,237,61.96,16,99.86,"Human","Soyut"
42,253,35.39,141,92.57,85,64.28,"Human","Soyut"
43,254,67.03,50,75.06,85,33.29,"Human","Soyut"
44,200,54.49,253,28.01,212,25.3,"Human","Soyut"
45,247,97.92,207,112.68,126,67.78,"Human","Soyut"
46,255,3.76,254,109.29,42,85.34,"Human","Soyut"
47,135,81.53,24,85.63,38,67.42,"Human","Soyut"
48,248,72.02,205,120.35,0,74.56,"Human","Soyut"
49,233,69.82,90,85.15,157,11.24,"Human","Soyut"
50,227,38.36,189,71.22,168,30.09,"Human","Soyut"
51,172,79.51,58,53.35,31,53.54,"Human","Soyut"
52,26,36.64,116,29.58,131,34.54,"Human","Soyut"
53,70,84.41,253,32.57,180,49.07,"Human","Soyut"
54,140,62.52,85,52.57,225,52.26,"Human","Soyut"
55,73,62.18,38,33.58,170,29.06,"Human","Soyut"
56,163,61.41,26,76.78,135,79.71,"Human","Soyut"
57,47,76.69,40,45.71,22,60.33,"Human","Soyut"
58,33,48.08,137,44.43,22,12.72,"Human","Soyut"
59,70,90.41,212,102.55,12,66.77,"Human","Soyut"
60,8,124.59,6,92.05,42,73.56,"Human","Soyut"
61,181,62.78,83,54.64,29,67.53,"Human","Soyut"
62,126,61.75,208,65.76,251,116.4,"Human","Soyut"
63,179,65.21,41,51.15,165,45.43,"Human","Soyut"
64,169,50.55,40,65.73,131,57.18,"Human","Soyut"
65,125,76.02,173,76.72,102,88.8,"Human","Soyut"
66,155,48.31,65,56.62,23,92.14,"Human","Soyut"
67,145,71.64,51,81.14,135,76.41,"Human","Soyut"
68,86,58.19,103,60.45,69,87.59,"Human","Soyut"
69,37,61.87,164,51.24,37,34.2,"Human","Soyut"
70,177,18.34,36,6.21,63,15.18,"Human","Soyut"
71,45,92.8,255,79.56,0,45.28,"Human","Soyut"
72,132,76.24,53,62.17,136,66.32,"Human","Soyut"
73,51,78.74,162,86.92,31,102,"Human","Soyut"
74,48,92.86,102,74.47,45,48.75,"Human","Soyut"
75,217,29.72,61,25.69,49,96.68,"Human","Soyut"
76,253,2.01,16,43.34,8,94.64,"Human","Soyut"
77,104,46.9,61,50.3,144,52.11,"Human","Soyut"
78,121,76.67,69,44.58,121,52.84,"Human","Soyut"
79,248,52.96,161,46.48,15,27.79,"Human","Soyut"
80,226,27.02,177,59.29,14,36.92,"Human","Soyut"
81,150,77.92,118,57.73,233,73.35,"Human","Soyut"
82,235,43.47,168,35.93,22,22.74,"Human","Soyut"
83,206,61.45,185,50.38,29,100.15,"Human","Soyut"
84,228,106.75,255,62.44,26,47.79,"Human","Soyut"
85,33,71.45,221,68.22,125,60.2,"Human","Soyut"
86,108,71.5,218,87.49,141,59.79,"Human","Soyut"
87,240,96.37,2,98.9,30,72.23,"Human","Soyut"
88,170,49.75,46,45.96,67,31.15,"Human","Soyut"
89,86,50.71,190,35.71,27,3.85,"Human","Soyut"
90,102,82.44,172,64.87,55,54.53,"Human","Soyut"
1,164,60.19,155,67.64,150,53.24,"AI","Kentsel"
2,98,47.44,61,61.76,171,50.71,"AI","Kentsel"
3,25,35.28,135,56.75,147,46.93,"AI","Kentsel"
4,209,51.17,8,36.73,139,87.28,"AI","Kentsel"
5,129,38.38,84,31.44,23,3.26,"AI","Kentsel"
6,183,64.71,13,33.07,205,89.43,"AI","Kentsel"
7,191,60.19,7,24.93,77,49.81,"AI","Kentsel"
8,42,58.55,47,37.46,26,44.1,"AI","Kentsel"
9,213,69.8,43,30.2,23,64.15,"AI","Kentsel"
10,38,56.46,126,59.52,139,66.04,"AI","Kentsel"
11,159,66.35,41,28.66,22,53.18,"AI","Kentsel"
12,254,44.28,0,23.22,0,39.21,"AI","Kentsel"
13,83,58.86,44,26.02,157,78.27,"AI","Kentsel"
14,125,50.36,86,37.04,158,34.26,"AI","Kentsel"
15,47,39.39,84,51.31,146,71.37,"AI","Kentsel"
16,89,52.82,96,44.07,165,61.46,"AI","Kentsel"
17,144,62.22,41,42.75,131,55.8,"AI","Kentsel"
18,131,57.56,37,39.74,18,71.73,"AI","Kentsel"
19,75,44.97,38,31.2,42,68.47,"AI","Kentsel"
20,195,56.58,20,17.86,42,36.32,"AI","Kentsel"
21,127,47.96,45,30.8,18,77.17,"AI","Kentsel"
22,169,65.4,48,28.34,21,65.88,"AI","Kentsel"
23,118,52.93,66,36.58,150,54.74,"AI","Kentsel"
24,201,51.12,64,42.2,138,58.91,"AI","Kentsel"
25,153,70.44,23,45.39,146,54.35,"AI","Kentsel"
26,77,61.81,27,40.41,127,60.82,"AI","Kentsel"
27,63,54.68,63,44.92,139,54.13,"AI","Kentsel"
28,203,64.43,20,39.38,172,75.69,"AI","Kentsel"
29,97,55.57,46,47.93,138,39.93,"AI","Kentsel"
30,101,65.57,146,39.71,22,13.89,"AI","Kentsel"
31,110,49.12,71,33.32,145,68.6,"AI","Kentsel"
32,218,54.02,21,12.75,21,15.64,"AI","Kentsel"
33,64,52.02,138,59.86,21,80.85,"AI","Kentsel"
34,74,57.09,49,26.07,146,34.7,"AI","Kentsel"
35,139,58.93,98,35.36,147,23.13,"AI","Kentsel"
36,104,55.12,38,32.24,135,33.31,"AI","Kentsel"
37,88,49.73,40,23.27,61,58.07,"AI","Kentsel"
38,144,69.11,25,14.28,36,24.32,"AI","Kentsel"
39,149,67.1,33,41.52,161,87.84,"AI","Kentsel"
40,158,40.68,66,28.91,148,50.03,"AI","Kentsel"
41,106,42.12,82,42.87,146,68.32,"AI","Kentsel"
42,126,64.37,44,40.77,148,65.18,"AI","Kentsel"
43,69,50.56,51,45.2,116,57.28,"AI","Kentsel"
44,88,57.63,50,50.6,144,68.55,"AI","Kentsel"
45,58,60.32,83,43.79,148,53.86,"AI","Kentsel"
46,97,43.22,64,47.98,136,39.49,"AI","Kentsel"
47,98,49.46,77,49.22,144,53.55,"AI","Kentsel"
48,193,30.69,32,26.16,135,43.01,"AI","Kentsel"
49,140,47.55,28,27.9,8,111.01,"AI","Kentsel"
50,100,34.41,63,33.86,143,68.42,"AI","Kentsel"
51,232,47.95,9,17.04,145,46.92,"AI","Kentsel"
52,180,48.39,114,40.03,146,21,"AI","Kentsel"
53,95,50.41,27,26.07,139,66.3,"AI","Kentsel"
54,119,48.78,36,31.15,140,59.93,"AI","Kentsel"
55,56,39.11,37,34.73,162,73.9,"AI","Kentsel"
56,71,45.51,71,43.58,138,38.71,"AI","Kentsel"
57,132,63.92,51,34.6,24,45.04,"AI","Kentsel"
58,152,55.13,42,45.52,25,43.4,"AI","Kentsel"
59,86,41.16,112,56.8,149,30.73,"AI","Kentsel"
60,119,46.68,132,75.47,154,68.58,"AI","Kentsel"
61,186,64.44,72,58.11,139,47.3,"AI","Kentsel"
62,84,40.81,83,38.77,158,74.64,"AI","Kentsel"
63,199,36.28,10,7.79,18,39.05,"AI","Kentsel"
64,146,60.09,14,21.69,127,68.55,"AI","Kentsel"
65,72,59.24,91,45.15,150,84.89,"AI","Kentsel"
66,173,60.31,18,21.04,142,38.59,"AI","Kentsel"
67,106,53.61,54,28.09,140,48.24,"AI","Kentsel"
68,99,51.71,84,43.25,146,32.57,"AI","Kentsel"
69,76,53.55,35,27.04,130,56.32,"AI","Kentsel"
70,69,45.4,101,43.67,135,30.04,"AI","Kentsel"
71,165,68.72,80,37.06,13,90.5,"AI","Kentsel"
72,84,54.23,24,51.87,135,84.86,"AI","Kentsel"
73,196,41.78,12,13.2,154,38.43,"AI","Kentsel"
74,102,40.26,27,16.31,143,59.52,"AI","Kentsel"
75,152,58.11,23,19.42,20,53.25,"AI","Kentsel"
76,165,56.05,64,46.22,147,45.96,"AI","Kentsel"
77,127,65.31,39,35.62,70,61.18,"AI","Kentsel"
78,222,64.87,27,46.33,150,40.17,"AI","Kentsel"
79,117,60.43,28,21.53,146,59.84,"AI","Kentsel"
80,179,57.87,80,62.96,145,47.09,"AI","Kentsel"
81,42,43.16,101,54.17,147,44.07,"AI","Kentsel"
82,98,52.64,82,44.62,158,48.38,"AI","Kentsel"
83,170,67.27,15,40.39,127,61.47,"AI","Kentsel"
84,125,51.32,42,35.61,127,52.74,"AI","Kentsel"
85,47,57.14,47,30.25,135,59.03,"AI","Kentsel"
86,122,55.36,100,57.33,146,20.36,"AI","Kentsel"
87,167,57.89,15,21.67,156,96.64,"AI","Kentsel"
88,62,49.76,15,10.23,70,48.42,"AI","Kentsel"
89,245,27.7,3,25.5,42,68.7,"AI","Kentsel"
90,101,52.49,44,63.7,125,65.6,"AI","Kentsel"
1,152,58.77,76,27.53,147,16.42,"Human","Kentsel"
2,163,74.51,14,39.5,42,61.86,"Human","Kentsel"
3,186,50.14,54,39.44,150,57.94,"Human","Kentsel"
4,253,74.1,3,33.4,26,45.51,"Human","Kentsel"
5,208,77.88,117,50.3,147,37.43,"Human","Kentsel"
6,221,76.43,30,33.35,158,49.65,"Human","Kentsel"
7,180,49.9,21,48.62,63,61.01,"Human","Kentsel"
8,181,64.43,49,39.34,144,47.36,"Human","Kentsel"
9,166,52.48,46,30.49,130,28.76,"Human","Kentsel"
10,186,54.31,31,17.3,123,26.45,"Human","Kentsel"
11,176,69.65,35,38.17,146,51.73,"Human","Kentsel"
12,184,51.63,8,23.79,127,62.07,"Human","Kentsel"
13,124,62.83,56,54.12,41,54.47,"Human","Kentsel"
14,114,63.52,63,60.57,36,55.63,"Human","Kentsel"
15,131,64.11,136,74.14,38,50.25,"Human","Kentsel"
16,131,61.95,126,75.95,37,50.31,"Human","Kentsel"
17,117,65.04,57,101.16,46,53.67,"Human","Kentsel"
18,128,65.51,83,52.28,130,55.35,"Human","Kentsel"
19,135,50.2,41,43.86,138,51.89,"Human","Kentsel"
20,105,73.86,32,41.81,68,42.62,"Human","Kentsel"
21,118,53.85,81,40.95,141,57.67,"Human","Kentsel"
22,154,68.35,79,49.48,135,55.7,"Human","Kentsel"
23,138,47.07,115,49.99,143,42.46,"Human","Kentsel"
24,133,55.16,143,59.17,143,21.28,"Human","Kentsel"
25,147,60.48,28,38.7,54,29.72,"Human","Kentsel"
26,186,42.47,35,22.55,77,57.12,"Human","Kentsel"
27,135,83.48,46,51.29,51,53.95,"Human","Kentsel"
28,173,76.52,81,62.9,145,62.11,"Human","Kentsel"
29,208,103.11,136,67.72,147,56.88,"Human","Kentsel"
30,176,69.64,40,29.39,141,58.05,"Human","Kentsel"
31,169,35.75,93,29.82,156,21.83,"Human","Kentsel"
32,121,43.15,180,68.49,152,45.51,"Human","Kentsel"
33,156,50.05,90,37.23,148,50.2,"Human","Kentsel"
34,105,68.64,72,30.65,150,58.03,"Human","Kentsel"
35,105,46.35,28,38.76,34,37.34,"Human","Kentsel"
36,100,71.19,36,41.98,81,44.03,"Human","Kentsel"
37,81,60.45,36,57.59,70,46.97,"Human","Kentsel"
38,144,75.93,36,42.35,158,37.7,"Human","Kentsel"
39,178,58.59,53,35.74,149,29.36,"Human","Kentsel"
40,82,53.32,172,83.16,130,35.85,"Human","Kentsel"
41,78,36.12,82,97.65,140,50.07,"Human","Kentsel"
42,161,44.18,31,21.68,141,64.95,"Human","Kentsel"
43,150,58.42,129,82.78,146,38,"Human","Kentsel"
44,164,49.13,40,25.97,142,41.51,"Human","Kentsel"
45,136,61.49,56,68,134,45.95,"Human","Kentsel"
46,110,60.91,36,42.06,139,47.01,"Human","Kentsel"
47,203,47.42,14,48.55,93,41.17,"Human","Kentsel"
48,123,68.1,37,54.27,127,58.34,"Human","Kentsel"
49,195,53.35,89,65.95,27,56.96,"Human","Kentsel"
50,223,68.79,166,54.22,145,23.23,"Human","Kentsel"
51,190,65.02,30,34.93,49,35.8,"Human","Kentsel"
52,189,65.92,31,34.16,49,36.78,"Human","Kentsel"
53,185,60.6,253,80.18,145,38.05,"Human","Kentsel"
54,116,55.15,34,33.6,116,65.57,"Human","Kentsel"
55,175,69.07,31,41.8,127,58.08,"Human","Kentsel"
56,138,61.19,54,50.59,98,50.77,"Human","Kentsel"
57,156,34.58,53,32.04,131,51.88,"Human","Kentsel"
58,190,47.12,42,29.37,140,39.92,"Human","Kentsel"
59,104,45.03,53,35.34,147,54.95,"Human","Kentsel"
60,179,62.93,55,36.37,24,64.37,"Human","Kentsel"
61,129,51.04,51,35.44,189,85.98,"Human","Kentsel"
62,111,56.85,52,51.96,147,66.69,"Human","Kentsel"
63,179,80.37,70,51.62,113,60.94,"Human","Kentsel"
64,148,70.6,19,33.5,79,27.78,"Human","Kentsel"
65,174,58.91,48,53.53,67,62.12,"Human","Kentsel"
66,182,68.31,59,42.6,146,39.97,"Human","Kentsel"
67,146,68.97,112,44.99,150,46.31,"Human","Kentsel"
68,182,51.44,36,25.77,122,21.31,"Human","Kentsel"
69,176,73.18,41,47.31,123,12.5,"Human","Kentsel"
70,103,54.53,63,61.44,134,49.03,"Human","Kentsel"
71,123,60.17,110,72.2,58,57.89,"Human","Kentsel"
72,154,64.92,80,57.46,122,53.23,"Human","Kentsel"
73,208,63.38,47,63.2,138,49.49,"Human","Kentsel"
74,102,66.7,57,44.19,24,57.26,"Human","Kentsel"
75,158,72.82,201,85.17,131,55.18,"Human","Kentsel"
76,156,60.59,62,40.4,158,72.51,"Human","Kentsel"
77,77,83.91,95,69.12,141,54.72,"Human","Kentsel"
78,101,73.85,28,30.08,141,48.24,"Human","Kentsel"
79,91,54.16,29,44.31,127,50,"Human","Kentsel"
80,167,73.07,68,52.39,152,48.39,"Human","Kentsel"
81,183,56.15,72,65.21,139,11.77,"Human","Kentsel"
82,89,55.89,46,31.87,98,50.28,"Human","Kentsel"
83,225,63.87,66,45.92,138,45.11,"Human","Kentsel"
84,105,62.84,31,41.68,70,53.41,"Human","Kentsel"
85,108,50.49,90,39.53,127,29.57,"Human","Kentsel"
86,197,57.3,18,52.6,132,47.26,"Human","Kentsel"
87,144,53.68,196,58.38,155,15.67,"Human","Kentsel"
88,191,48.48,190,71.32,143,8.99,"Human","Kentsel"
89,214,75.53,136,65.8,142,16.67,"Human","Kentsel"
90,181,71.13,39,47.19,129,32.9,"Human","Kentsel"
